,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
JKAMP,2.62250620320699e-25,1.085338289,0.244,0.189,1.45614656933068e-20,FCRL5,JKAMP
STAT3,4.34343308075958e-118,0.801313655,0.408,0.281,2.41169121809176e-113,GZMA,STAT3
NDUFA5,2.47017475226229e-151,1.083251075,0.553,0.405,1.37156453119364e-146,FCRL5,NDUFA5
KIAA0100,4.34061768081245e-164,0.919837891,0.158,0.057,2.41012796727111e-159,MKI67,KIAA0100
INTS5,4.34029628631205e-145,0.762694782,0.153,0.057,2.40994951297477e-140,MKI67,INTS5
IKBKG,4.33974313638041e-200,0.923791627,0.212,0.081,2.40964237647522e-195,MKI67,IKBKG
ATP6V1H1,1.66845359191524e-72,1.240946943,0.27,0.105,9.26408856910938e-68,FRZB,ATP6V1H
GCN1,4.33794336260936e-231,1.024773332,0.192,0.064,2.40864305208885e-226,MKI67,GCN1
SLC25A12,1.53825580948587e-10,1.083031422,0.166,0.136,8.54116538217028e-06,FCRL5,SLC25A1
BSG1,0,1.240502141,0.989,0.646,0,FRZB,BSG
VPS4A1,4.22258577795892e-14,1.082972212,0.198,0.163,2.34459075321169e-09,FCRL5,VPS4A
NSMCE4A2,1.23311160809615e-116,1.240454373,0.451,0.189,6.84685220395389e-112,FRZB,NSMCE4A
HERC5,3.15553394312659e-13,1.082868721,0.166,0.13,1.75211022192104e-08,FCRL5,HERC5
CASC3,4.33001333429178e-224,0.857573789,0.262,0.105,2.40423990386551e-219,MKI67,CASC3
MITD11,4.63933911808764e-12,1.082669984,0.174,0.142,2.57599304531816e-07,FCRL5,MITD1
UBE2E2,1.12504724040697e-11,1.082668002,0.16,0.128,6.24682480235969e-07,FCRL5,UBE2E2
TSN1,3.00673949164677e-106,1.239992082,0.41,0.168,1.66949210273687e-101,FRZB,TSN
CAMLG,6.26316743404216e-164,1.239632063,0.6,0.256,3.47762371775191e-159,FRZB,CAMLG
ZRANB2,3.32144103800653e-148,1.08248531,0.541,0.387,1.84423013635313e-143,FCRL5,ZRANB2
CARNMT11,1.08064547333082e-56,1.238640542,0.216,0.084,6.00028399066935e-52,FRZB,CARNMT1
RSBN1,4.32245170507107e-59,0.827144283,0.192,0.121,2.40004130924071e-54,GZMA,RSBN1
AKIRIN2,3.36734280002288e-127,1.238007772,0.509,0.225,1.8697170897127e-122,FRZB,AKIRIN2
PRKCD1,2.31988134734928e-96,1.237771878,0.378,0.155,1.28811411811569e-91,FRZB,PRKCD
ABCB81,7.36268369127455e-57,1.237627237,0.243,0.101,4.0881301195802e-52,FRZB,ABCB8
TEFM1,3.54253944952328e-40,1.237619788,0.162,0.064,1.9669950293478e-35,FRZB,TEFM
PHTF11,3.10058670739123e-61,1.237539365,0.26,0.108,1.72160076927898e-56,FRZB,PHTF1
TYMS1,6.69766429250253e-49,1.237410325,0.175,0.064,3.71887809841203e-44,FRZB,TYMS
ASCC2,4.3135069738663e-213,0.768058922,0.298,0.13,2.39507474723926e-208,MKI67,ASCC2
METTL26,4.30999210469598e-135,0.770837878,0.429,0.277,2.39312311613244e-130,MKI67,METTL26
DUS3L1,1.34775319359542e-51,1.237159932,0.194,0.074,7.48339960743855e-47,FRZB,DUS3L
ATF11,1.35892200287096e-62,1.237140308,0.258,0.106,7.54541442094099e-58,FRZB,ATF1
DCTPP12,1.99464899327173e-92,1.236865074,0.343,0.133,1.10752885351413e-87,FRZB,DCTPP1
RPIA1,4.08574258686241e-86,1.23662185,0.303,0.115,2.26860857135535e-81,FRZB,RPIA
C8orf332,4.19423426675863e-95,1.236620427,0.355,0.14,2.32884857661773e-90,FRZB,C8orf33
SMARCA42,1.10449918035296e-122,1.236429482,0.418,0.157,6.13273169890982e-118,FRZB,SMARCA4
DEDD,4.29285587147527e-133,0.850967437,0.16,0.064,2.38360822263664e-128,MKI67,DEDD
RMDN3,1.38464644237534e-19,1.081170039,0.18,0.132,7.68824937128908e-15,FCRL5,RMDN3
ERO1B,1.20648308836522e-29,1.08091858,0.275,0.217,6.69899734814787e-25,FCRL5,ERO1B
NOL3,2.29493220046341e-56,1.236424967,0.226,0.091,1.27426110430731e-51,FRZB,NOL3
UMAD1,1.19041313663643e-75,1.235735337,0.321,0.137,6.6097689411738e-71,FRZB,UMAD1
ETF11,3.20064136886395e-118,1.235258423,0.489,0.218,1.77715612006171e-113,FRZB,ETF1
ATP5MC3,1.56735509490425e-257,1.080889503,0.695,0.485,8.70273916445584e-253,FCRL5,ATP5MC3
C16orf911,5.7926890018624e-50,1.234553333,0.237,0.104,3.2163905682841e-45,FRZB,C16orf91
TBC1D5,4.28248814179237e-156,0.764990574,0.181,0.072,2.37785154073021e-151,MKI67,TBC1D5
BOLA32,1.01688491248433e-174,1.234001106,0.628,0.265,5.64625347656926e-170,FRZB,BOLA3
FBXO28,4.28174281068985e-145,0.827171517,0.165,0.065,2.37743769563554e-140,MKI67,FBXO28
RAB27A,4.28013448670594e-129,1.026174787,0.284,0.165,2.37654467374347e-124,GZMA,RAB27A
NADK,4.27919351928587e-289,0.981987808,0.288,0.107,2.37602220158348e-284,MKI67,NADK
BAZ2B,1.06333633344694e-34,1.080860311,0.256,0.186,5.90417499146413e-30,FCRL5,BAZ2B
COPS41,2.7411831702649e-18,1.080201788,0.182,0.137,1.52204195528958e-13,FCRL5,COPS4
CMAS,4.27798633720564e-219,0.856581836,0.259,0.104,2.37535191373343e-214,MKI67,CMAS
RILPL2,4.27731764306798e-146,1.409981442,0.152,0.064,2.37498062131349e-141,GZMA,RILPL2
MAP3K2,4.27696777575572e-78,0.830983981,0.242,0.153,2.37478635748836e-73,GZMA,MAP3K2
EMC6,1.28220313445769e-70,1.079933928,0.399,0.299,7.11943290407633e-66,FCRL5,EMC6
SPATC1L,4.31886606594475e-85,1.233815726,0.344,0.143,2.39805038311582e-80,FRZB,SPATC1L
NUDT14,4.2698561239615e-163,0.939724482,0.173,0.066,2.37083761282962e-158,MKI67,NUDT14
AAED11,4.43174800692149e-87,1.233728808,0.281,0.099,2.46072808084316e-82,FRZB,AAED1
PAAF1,4.26675431059358e-259,0.899918944,0.264,0.098,2.36911533095709e-254,MKI67,PAAF1
DHRS4,4.97628167395467e-50,1.233417131,0.209,0.086,2.76308039946333e-45,FRZB,DHRS4
PERP1,2.79165821988023e-187,1.233334277,0.566,0.202,1.5500682265885e-182,FRZB,PERP
SIKE11,6.48384682890058e-94,1.232058629,0.372,0.154,3.60015595174705e-89,FRZB,SIKE1
GTF2F1,1.36608088551256e-109,1.230453651,0.455,0.2,7.5851641168085e-105,FRZB,GTF2F1
NDUFB62,6.68247672226337e-262,1.229983228,0.892,0.455,3.71044520003674e-257,FRZB,NDUFB6
NDUFS21,1.03945406880645e-70,1.079853042,0.379,0.276,5.77156871704779e-66,FCRL5,NDUFS2
MRPL91,3.25366277150666e-35,1.07972069,0.275,0.206,1.80659625387907e-30,FCRL5,MRPL9
CPSF7,4.25578094748798e-265,0.969969116,0.277,0.106,2.3630223710927e-260,MKI67,CPSF7
PLIN2,8.83558720469481e-25,1.079677629,0.219,0.163,4.90595979540679e-20,FCRL5,PLIN2
MIXL11,3.24706618908301e-91,1.22971793,0.312,0.115,1.80293350148834e-86,FRZB,MIXL1
ERI31,9.96964582792506e-14,1.079173256,0.178,0.142,5.53564584595539e-09,FCRL5,ERI3
MRPS111,2.49301547344244e-45,1.078546569,0.324,0.249,1.38424684162891e-40,FCRL5,MRPS11
ATP1B11,4.25188454033759e-163,1.518327614,0.278,0.112,2.36085889102244e-158,PGA5,ATP1B1
C11orf71,3.4551636479461e-67,1.228767171,0.257,0.1,1.91847961552207e-62,FRZB,C11orf71
APOPT11,1.38408211980507e-111,1.227939559,0.376,0.138,7.68511597021767e-107,FRZB,APOPT1
TCEAL41,2.07304218420859e-110,1.227884519,0.402,0.157,1.15105667278182e-105,FRZB,TCEAL4
METTL13,4.243929802131e-253,1.07689097,0.2,0.065,2.35644202263324e-248,MKI67,METTL13
SPPL2A1,2.73570984175881e-123,1.227331656,0.474,0.199,1.51900288963658e-118,FRZB,SPPL2A
SCYL1,5.59973752288913e-144,1.227201359,0.583,0.27,3.10925425958419e-139,FRZB,SCYL1
IL161,8.12308932214353e-169,1.22714889,0.665,0.308,4.5103453461202e-164,FRZB,IL16
ZDHHC31,1.22626505532543e-11,1.078535923,0.156,0.123,6.80883671969445e-07,FCRL5,ZDHHC3
HEATR1,4.23655694063176e-220,1.072904626,0.167,0.053,2.35234824128579e-215,MKI67,HEATR1
RALA1,1.20467875906459e-99,1.22700455,0.419,0.182,6.68897880970616e-95,FRZB,RALA
COPS91,3.27009826484643e-232,1.226970079,0.81,0.374,1.81572206155598e-227,FRZB,COPS9
FOXP11,2.8165759783097e-16,1.077949779,0.181,0.138,1.56390381195646e-11,FCRL5,FOXP1
SRP19,2.99805067589581e-232,1.226890066,0.839,0.422,1.66466763779115e-227,FRZB,SRP19
PSMB31,1.19881670004495e-299,1.077832951,0.738,0.547,6.65642972699958e-295,FCRL5,PSMB3
ALKBH3,6.93048593120927e-60,1.226572761,0.258,0.108,3.84815231330395e-55,FRZB,ALKBH3
ZC3HAV1,4.22589353586637e-151,1.006356444,0.313,0.18,2.3464273857898e-146,GZMA,ZC3HAV1
SIGMAR11,3.78124295178227e-23,1.077295288,0.211,0.158,2.09953514897711e-18,FCRL5,SIGMAR1
C8orf331,3.91935602970041e-15,1.076421645,0.18,0.141,2.17622243549115e-10,FCRL5,C8orf33
PHF5A1,4.05438178119278e-106,1.226461066,0.446,0.197,2.25119548400729e-101,FRZB,PHF5A
E2F41,1.42289831531293e-14,1.076419353,0.181,0.143,7.90064289577503e-10,FCRL5,E2F4
FNTA,4.21756677617761e-280,0.911374207,0.362,0.156,2.34180395247262e-275,MKI67,FNTA
SLC25A20,4.62954109943442e-31,1.22619622,0.15,0.065,2.57055269546096e-26,FRZB,SLC25A20
C5orf241,4.07480547074318e-97,1.225950801,0.344,0.131,2.26253573763015e-92,FRZB,C5orf24
AGK,4.2121034627655e-235,1.295839073,0.153,0.045,2.33877044770054e-230,MKI67,AGK
DYRK1A,4.21208243553971e-160,0.822802143,0.199,0.082,2.33875877233342e-155,MKI67,DYRK1A
PTBP3,4.20926361964163e-103,1.145893348,0.215,0.121,2.33719362480602e-98,GZMA,PTBP3
ATP2B1-AS11,1.42525316566431e-80,1.225694129,0.3,0.118,7.91371820235106e-76,FRZB,ATP2B1-AS1
COA3,4.2007637548962e-235,0.839596207,0.46,0.249,2.33247407490612e-230,MKI67,COA3
ABI2,4.20002754286197e-255,0.887540744,0.283,0.11,2.33206529317411e-250,MKI67,ABI2
COP11,2.04309840129671e-32,1.225611422,0.15,0.064,1.13443038732e-27,FRZB,COP1
AK21,9.53750875771788e-53,1.075036947,0.344,0.259,5.29570173772285e-48,FCRL5,AK2
PPP2R1A2,4.13341970952573e-149,1.224968723,0.59,0.266,2.29508129371416e-144,FRZB,PPP2R1A
PIP4K2A,4.19796731419444e-256,1.583562007,0.225,0.089,2.33092135120646e-251,GZMA,PIP4K2A
THAP9-AS1,4.52104981787396e-45,1.224434744,0.179,0.07,2.51031291137452e-40,FRZB,THAP9-AS1
TSTD1,1.3215229090577e-260,1.074918989,0.692,0.487,7.33775595254286e-256,FCRL5,TSTD1
CCDC321,4.97267553831742e-94,1.224395791,0.447,0.216,2.76107809265075e-89,FRZB,CCDC32
TMEM56,9.75284111219676e-48,1.224263913,0.158,0.056,5.41526502754725e-43,FRZB,TMEM56
LIMS1,4.19335764941147e-107,0.951791278,0.285,0.176,2.32836183483572e-102,GZMA,LIMS1
RCN1,6.51236949328897e-141,1.224026563,0.566,0.254,3.6159931611487e-136,FRZB,RCN1
TMOD32,2.30588349533226e-75,1.223474615,0.295,0.119,1.28034181078324e-70,FRZB,TMOD3
PRDX6,3.75455492987182e-243,1.222858992,0.885,0.488,2.08471662481133e-238,FRZB,PRDX6
UCK1,4.18693680432862e-194,1.019624515,0.159,0.052,2.32479666060347e-189,MKI67,UCK1
CTNNB1,3.53019531818394e-25,1.074538961,0.231,0.174,1.96014095042163e-20,FCRL5,CTNNB1
STMP1,4.18572467663777e-164,0.922543042,0.306,0.156,2.32412362670312e-159,MKI67,STMP1
WDR751,5.55627604838295e-41,1.222361076,0.176,0.072,3.08512227586463e-36,FRZB,WDR75
IGHG11,4.18068896549235e-45,1.080451039,0.546,0.498,2.32132754808963e-40,JCHAIN,IGHG1
LASP11,4.17923958583185e-227,0.836776558,0.304,0.131,2.32052278003314e-222,MKI67,LASP1
OXNAD11,4.17538739656664e-186,0.865326342,0.185,0.068,2.31838385194362e-181,MKI67,OXNAD1
GPR108,6.91930671994638e-46,1.074488267,0.308,0.227,3.84194505625023e-41,FCRL5,GPR108
PPCS1,9.15308665788324e-171,1.222263053,0.651,0.295,5.08225136678967e-166,FRZB,PPCS
NXT2,4.16654216128293e-251,1.255824629,0.169,0.05,2.31347253505234e-246,MKI67,NXT2
ERI32,6.14434566172316e-78,1.22219123,0.333,0.141,3.41164792867179e-73,FRZB,ERI3
ALG3,3.46792593429529e-91,1.074099421,0.445,0.328,1.92556587501746e-86,FCRL5,ALG3
TBC1D10B,4.16251665990272e-296,1.241504641,0.176,0.048,2.31123737541099e-291,MKI67,TBC1D10B
PTPRCAP,4.15949153206144e-34,1.011304089,0.188,0.14,2.30955767317712e-29,GZMA,PTPRCAP
ADAM10,2.16351924780276e-140,1.221093014,0.479,0.183,1.20129406234248e-135,FRZB,ADAM10
SPAG16,5.94635224458116e-44,1.220845102,0.167,0.064,3.30171208380369e-39,FRZB,SPAG16
MRPL141,2.22081472165185e-196,1.220443461,0.711,0.314,1.23310737419719e-191,FRZB,MRPL14
SKAP11,1.60350276982865e-65,1.219546269,0.286,0.121,8.90344912947355e-61,FRZB,SKAP1
BRIX11,7.01448185312787e-28,1.072905276,0.222,0.162,3.89479104894925e-23,FCRL5,BRIX1
CWF19L2,4.13427575057535e-249,0.939013948,0.311,0.13,2.29555661050697e-244,MKI67,CWF19L2
PPP3CB,4.13362595299592e-229,0.794349644,0.273,0.109,2.29519581040099e-224,MKI67,PPP3CB
MYO5A,5.19406465890342e-48,1.218959377,0.229,0.101,2.88400440185612e-43,FRZB,MYO5A
TMA161,3.0294110234524e-133,1.218416145,0.491,0.2,1.68208047077194e-128,FRZB,TMA16
RAE11,5.91339140297034e-38,1.218146978,0.186,0.081,3.28341057649928e-33,FRZB,RAE1
EIF2B51,6.14262750913487e-69,1.217424996,0.283,0.116,3.41069392444714e-64,FRZB,EIF2B5
ZNF24,2.52327662975869e-28,1.072530248,0.271,0.216,1.40104934867351e-23,FCRL5,ZNF24
POLR2H2,5.33643188762499e-138,1.216836278,0.547,0.24,2.96305380560378e-133,FRZB,POLR2H
SLC22A18,1.75439549438628e-58,1.216785272,0.2,0.073,9.7412809825798e-54,FRZB,SLC22A18
ISY11,4.26203473790903e-61,1.216660174,0.275,0.118,2.36649478822399e-56,FRZB,ISY1
DAZAP11,1.33184754516732e-154,1.216032211,0.56,0.227,7.39508349454157e-150,FRZB,DAZAP1
OXLD1,1.56418817550276e-117,1.215898586,0.437,0.176,8.68515484447909e-113,FRZB,OXLD1
RHOF,4.11352200317571e-194,1.206829579,0.27,0.132,2.28403309226331e-189,GZMA,RHOF
PNRC21,7.2549618685783e-20,1.071430404,0.226,0.179,4.0283175775281e-15,FCRL5,PNRC2
CCDC66,1.4640180538104e-15,1.07101072,0.185,0.145,8.12896024378223e-11,FCRL5,CCDC66
ALG82,1.31525687893412e-144,1.215726298,0.529,0.215,7.30296382028171e-140,FRZB,ALG8
ZNF330,4.10823036595598e-245,0.817003165,0.313,0.131,2.28109491069706e-240,MKI67,ZNF330
ZNF901,1.83493774362119e-59,1.215692377,0.203,0.074,1.01884918214567e-54,FRZB,ZNF90
SCYL21,1.62390850068996e-81,1.215594025,0.297,0.113,9.01675195008101e-77,FRZB,SCYL2
ETHE1,2.76564811096713e-24,1.070869183,0.233,0.179,1.5356261136145e-19,FCRL5,ETHE1
RAP2B,4.10290281747417e-151,0.831577578,0.165,0.063,2.27813678940253e-146,MKI67,RAP2B
ARHGDIA1,9.17292136141887e-254,1.214089348,0.887,0.457,5.09326458592783e-249,FRZB,ARHGDIA
UBE2D1,1.3453699242116e-08,1.070783385,0.157,0.132,0.000747017,FCRL5,UBE2D1
COPS7A,2.37566045702625e-58,1.213814425,0.24,0.097,1.31908546876383e-53,FRZB,COPS7A
SPPL2A,3.70451499534778e-38,1.07042569,0.274,0.2,2.05693195116685e-33,FCRL5,SPPL2A
RBM421,4.69791738134018e-30,1.070409267,0.279,0.221,2.60851862598914e-25,FCRL5,RBM42
POLR2H1,2.22718421665556e-47,1.069999531,0.322,0.241,1.236644036298e-42,FCRL5,POLR2H
KLF13,2.01949352011166e-284,1.06960744,0.728,0.534,1.121323777042e-279,FCRL5,KLF13
IL6R,1.07483810659582e-17,1.06948828,0.164,0.12,5.96803858687328e-13,FCRL5,IL6R
SINHCAF,4.09100304503315e-100,0.830188073,0.239,0.131,2.27152944075465e-95,MKI67,SINHCAF
OCIAD2,7.99995839637192e-118,1.068923813,0.499,0.365,4.44197689958551e-113,FCRL5,OCIAD2
SELPLG,8.18693156361797e-38,1.068834176,0.29,0.218,4.54579375069888e-33,FCRL5,SELPLG
LRIF11,4.9010754654033e-111,1.213324954,0.429,0.18,2.72132215216518e-106,FRZB,LRIF1
ACO2,2.26675387372977e-171,1.21310872,0.656,0.296,1.25861508838845e-166,FRZB,ACO2
COMMD82,1.27396307872388e-89,1.21310436,0.34,0.134,7.07367999461437e-85,FRZB,COMMD8
RNF168,4.07811456655348e-260,0.8155441,0.337,0.142,2.26437311307882e-255,MKI67,RNF168
METTL7A,9.22063110536169e-127,1.068703675,0.498,0.35,5.11975542125208e-122,FCRL5,METTL7A
ZSWIM7,2.54167564022803e-82,1.212902566,0.338,0.141,1.41126539923662e-77,FRZB,ZSWIM7
RSL24D1,6.75295052012858e-302,1.212822887,0.957,0.556,3.74957577630139e-297,FRZB,RSL24D1
CBX6,2.92008879551737e-107,1.21260974,0.39,0.151,1.62137930371102e-102,FRZB,CBX6
ATP5MG1,0,1.212363358,1,0.601,0,FRZB,ATP5MG
GTSF1,4.07370870650163e-230,1.141440104,0.242,0.093,2.26192675928503e-225,MKI67,GTSF1
RBM8A1,8.19193102172882e-255,1.067346792,0.696,0.524,4.54856969981493e-250,FCRL5,RBM8A
TSR11,2.45602105036877e-59,1.212078267,0.239,0.096,1.36370568821726e-54,FRZB,TSR1
SAMD9,4.06297007720713e-61,0.771594665,0.215,0.137,2.25596413536926e-56,GZMA,SAMD9
APEX2,4.06128768976868e-290,1.293860396,0.165,0.044,2.25502998974406e-285,MKI67,APEX2
PHF23,6.48511859136839e-41,1.211828743,0.182,0.076,3.6008620978573e-36,FRZB,PHF23
PI4K2B1,4.29647263504576e-46,1.211551073,0.196,0.08,2.38561643060916e-41,FRZB,PI4K2B
MRRF1,9.31011042673059e-53,1.211540405,0.228,0.095,5.16943881444216e-48,FRZB,MRRF
GRPEL11,1.26376076206456e-79,1.210710571,0.356,0.156,7.0170316313635e-75,FRZB,GRPEL1
EMSY,4.04870537283084e-198,0.96655892,0.18,0.063,2.24804365826432e-193,MKI67,EMSY
SPAG4,4.83881894918725e-275,1.2093041,0.908,0.484,2.68675422153622e-270,FRZB,SPAG4
APTX,4.0433631459952e-238,0.912556824,0.278,0.112,2.24507738681383e-233,MKI67,APTX
EPRS,7.73413324147461e-120,1.066920428,0.468,0.325,4.29437748232878e-115,FCRL5,EPRS
SCARB2,1.85442564324386e-165,1.208843827,0.642,0.297,1.02966983841115e-160,FRZB,SCARB2
IGHG31,4.03992353864804e-18,0.950408504,0.505,0.473,2.24316754483432e-13,JCHAIN,IGHG3
GLO1,5.02906580254746e-73,1.066437357,0.418,0.322,2.79238878686448e-68,FCRL5,GLO1
PTPN61,6.19562305146096e-197,1.20840059,0.683,0.281,3.4401196993237e-192,FRZB,PTPN6
KARS2,7.6414191476494e-170,1.20821532,0.576,0.217,4.24289798173233e-165,FRZB,KARS
STK241,4.03457658720889e-261,1.091766722,0.239,0.085,2.24019865004774e-256,MKI67,STK24
PYM11,2.00218286408185e-73,1.207645562,0.307,0.127,1.11171203528144e-68,FRZB,PYM1
ELAC21,2.62242252071524e-46,1.207350362,0.221,0.096,1.45610010462714e-41,FRZB,ELAC2
SLC39A8,3.2453511502795e-45,1.066260303,0.319,0.242,1.80198122619269e-40,FCRL5,SLC39A8
CHST12,1.61676240554793e-204,1.206900951,0.754,0.352,8.97707325680487e-200,FRZB,CHST12
SNHG10,4.0236931855259e-211,1.204745744,0.157,0.049,2.23415564126325e-206,MKI67,SNHG10
PDHA11,7.17249306876715e-102,1.206807421,0.428,0.186,3.98252677643296e-97,FRZB,PDHA1
ISCA1,2.55913456106826e-137,1.20617758,0.537,0.233,1.42095946503315e-132,FRZB,ISCA1
VMP1,4.0202566488935e-145,0.846160369,0.468,0.328,2.23224750429812e-140,GZMA,VMP1
NELFE2,1.7397804370069e-177,1.206029326,0.689,0.32,9.66013087648081e-173,FRZB,NELFE
MAP7D3,4.0144422396151e-277,1.08195487,0.246,0.085,2.22901905354629e-272,MKI67,MAP7D3
STK11,4.0141004573638e-194,0.963919457,0.169,0.058,2.22882927895125e-189,MKI67,STK11
NOP561,7.70512464701695e-101,1.06559772,0.459,0.335,4.27827046025616e-96,FCRL5,NOP56
FAM114A2,1.01742060248615e-56,1.205825525,0.249,0.105,5.64922789530435e-52,FRZB,FAM114A2
DMAP11,8.27623953758202e-11,1.065512528,0.159,0.128,4.59538200324242e-06,FCRL5,DMAP1
NDUFB9,4.49007488498341e-305,1.065367748,0.742,0.535,2.49311407988704e-300,FCRL5,NDUFB9
SMIM7,6.42879713559077e-94,1.064680192,0.464,0.352,3.56958960953677e-89,FCRL5,SMIM7
IDH3B2,7.64486492934111e-124,1.205789242,0.464,0.188,4.24481125201665e-119,FRZB,IDH3B
SAFB22,1.21230000295509e-123,1.205414649,0.516,0.232,6.73129576640811e-119,FRZB,SAFB2
PFDN21,1.17850275579268e-131,1.063369313,0.513,0.368,6.54363655153885e-127,FCRL5,PFDN2
GPAT4,4.00380897549231e-87,0.807403261,0.151,0.072,2.22311493364211e-82,MKI67,GPAT4
ING5,5.16175810136515e-64,1.205341913,0.291,0.127,2.866066185783e-59,FRZB,ING5
ELK1,4.00217957988561e-257,1.134686186,0.162,0.046,2.22221021173149e-252,MKI67,ELK1
PPCS,1.33121033938212e-61,1.063097171,0.385,0.297,7.39154540941924e-57,FCRL5,PPCS
GAR11,2.46567600483922e-11,1.062306154,0.157,0.125,1.36906660168698e-06,FCRL5,GAR1
ARHGEF11,3.99822268080366e-227,0.802457101,0.363,0.172,2.22001314351623e-222,MKI67,ARHGEF1
N4BP2L2,2.02059897506195e-253,1.061324906,0.695,0.51,1.12193758090315e-248,FCRL5,N4BP2L2
RABIF1,4.02139417612922e-72,1.205272139,0.301,0.124,2.23287911629575e-67,FRZB,RABIF
METTL51,8.28061401447158e-79,1.061224032,0.406,0.297,4.59781093153534e-74,FCRL5,METTL5
AP2B1,3.99188486266959e-96,1.053143625,0.186,0.1,2.21649406999729e-91,GZMA,AP2B1
ARMC81,4.11560781520004e-65,1.204778258,0.261,0.105,2.28519123938982e-60,FRZB,ARMC8
FUCA11,7.16722327139861e-62,1.204716467,0.255,0.103,3.97960072144408e-57,FRZB,FUCA1
FKBP5,3.98878034645613e-217,1.316820244,0.325,0.173,2.21477028736977e-212,GZMA,FKBP5
RHOT21,5.9856949651276e-96,1.204704453,0.362,0.144,3.3235571293871e-91,FRZB,RHOT2
SNX29,7.44889848783704e-61,1.204356096,0.245,0.099,4.13600088537152e-56,FRZB,SNX29
TMBIM4,6.80563872751716e-222,1.060535874,0.659,0.474,3.7788309034539e-217,FCRL5,TMBIM4
pB06,3.97897144434921e-122,1.339733237,0.218,0.156,2.2093238944749e-117,IGHA2,pB06
NABP1,2.95273491671496e-137,1.204172611,0.515,0.216,1.63950606250598e-132,FRZB,NABP1
ATP5O1,3.97284221076265e-263,0.858676327,0.336,0.149,2.20592063752596e-258,GZMA,ATP5O
NDUFS7,1.15783674615976e-251,1.060481611,0.696,0.517,6.42888853305205e-247,FCRL5,NDUFS7
METAP1,3.97007622162913e-196,0.925883807,0.196,0.072,2.20438482205957e-191,MKI67,METAP1
PLP2,0,1.059687122,0.769,0.575,0,FCRL5,PLP2
GUCD1,3.9698958669317e-297,1.055677978,0.276,0.099,2.20428468011383e-292,MKI67,GUCD1
C2orf69,3.96887820290245e-251,1.180743133,0.184,0.057,2.20371962216159e-246,MKI67,C2orf69
RABGAP1,3.96759578956671e-160,0.84088067,0.164,0.061,2.20300756215692e-155,MKI67,RABGAP1
IGKV3-20,3.96702586526548e-33,1.105751518,0.204,0.168,2.20269111168866e-28,TNFRSF4,IGKV3-20
GPKOW1,2.63482893030137e-36,1.203897872,0.188,0.084,1.46298876354984e-31,FRZB,GPKOW
NECAP1,3.1331376665299e-100,1.203794648,0.399,0.167,1.73967468934073e-95,FRZB,NECAP1
GOLIM41,9.08537092622927e-89,1.203714602,0.382,0.165,5.0446522067888e-84,FRZB,GOLIM4
DAP,8.40336980932835e-173,1.203463844,0.68,0.323,4.66597108662956e-168,FRZB,DAP
RAB7A1,3.14816445814037e-216,1.203046805,0.788,0.374,1.74801831538244e-211,FRZB,RAB7A
FLAD11,5.95621569464581e-16,1.059489619,0.169,0.127,3.30718876445209e-11,FCRL5,FLAD1
ZNF7701,2.56479183199417e-65,1.202652316,0.274,0.113,1.42410066471477e-60,FRZB,ZNF770
SLC39A61,1.24783100943421e-81,1.202121833,0.303,0.118,6.92858167988344e-77,FRZB,SLC39A6
S100A101,3.95312786329157e-197,1.172130408,0.662,0.422,2.19497424609264e-192,PGA5,S100A10
EIF4A2,0,1.201753369,0.996,0.701,0,FRZB,EIF4A2
NUP88,3.95127129407994e-295,1.134703567,0.21,0.064,2.19394338603789e-290,MKI67,NUP88
ZNF766,3.9508426258909e-157,0.798377263,0.166,0.062,2.19370536802592e-152,MKI67,ZNF766
FMC1,3.95038456989696e-206,0.934438978,0.269,0.114,2.19345103243529e-201,MKI67,FMC1
PLIN3,3.94997865722097e-276,1.06641071,0.348,0.149,2.19322564942194e-271,MKI67,PLIN3
ATP5ME,8.69431769266658e-199,1.059152296,0.641,0.46,4.82751989885312e-194,FCRL5,ATP5ME
NAPA1,4.01095297931029e-174,1.201568877,0.674,0.312,2.22708164176204e-169,FRZB,NAPA
TMCO11,2.44668121147792e-277,1.201393751,0.94,0.501,1.35851974267312e-272,FRZB,TMCO1
PTBP11,4.31498359915555e-166,1.200705747,0.634,0.282,2.39589464343112e-161,FRZB,PTBP1
SVIP,7.68582112908155e-212,1.058364021,0.636,0.441,4.26755218192253e-207,FCRL5,SVIP
LSM31,1.38253070843922e-245,1.057100551,0.684,0.5,7.67650175860879e-241,FCRL5,LSM3
CDC1232,4.98613773447096e-114,1.200668522,0.463,0.198,2.768552977065e-109,FRZB,CDC123
RAB30-AS11,1.4870582600812e-86,1.200611452,0.289,0.103,8.25689098910086e-82,FRZB,RAB30-AS1
ALG12,3.04254462542177e-50,1.200554396,0.204,0.081,1.68937290326544e-45,FRZB,ALG12
CDYL,3.93486836087872e-202,0.864120286,0.247,0.101,2.18483565737791e-197,MKI67,CDYL
FBXO8,7.31948886530559e-46,1.200145818,0.191,0.077,4.06414619246093e-41,FRZB,FBXO8
CHERP,3.93259086712425e-257,0.989843526,0.24,0.086,2.18357107897074e-252,MKI67,CHERP
DNMT3A,6.42622643667221e-57,1.199947287,0.208,0.079,3.56816222896225e-52,FRZB,DNMT3A
